name,brand,vintage,varietal_label,wine_type,appellation,designation,rating,review,reviewer,retail,state,slug,pub_date_web,alcohol,country
Marnet 2018 Campbell Ranch Pinot Noir (Sonoma Coast),Marnet,2018,Pinot Noir,Red,Sonoma Coast,Campbell Ranch,93,"Richly interwoven in red cherry and strawberry fruit, with well-integrated tannin and oak, the wine offers a cool-climate imprint of forest floor and black tea. Shocks of cardamom figure into the mix with ease, adding to a spicy, savory character that is incredibly appealing.",V.B.,64,California,marnet-2018-campbell-ranch-pinot-noir-sonoma-coast,2020-12-01,0.1380,USA
Marnet 2018 Alder Springs Pinot Noir (Mendocino County),Marnet,2018,Pinot Noir,Red,Mendocino County,Alder Springs,92,"Excellent depth and bold, focused flavors seem to energize this well-balanced and medium- to full-bodied wine. Black-tea, black-cherry and mushroom notes give it an attractive complexity.",J.G.,50,California,marnet-2018-alder-springs-pinot-noir-mendocino-county,2020-11-01,0.1380,USA
Maritana 2018 Jenkins Ranch Pinot Noir (Russian River Valley),Maritana,2018,Pinot Noir,Red,Russian River Valley,Jenkins Ranch,93,"This wine is 50% whole-cluster and aged in 90% new oak. From the great site farmed by Charlie Chenoweth, it is buzzy in crisp acidity, with savory layers of black tea, forest and clove. A richness of cherry-cordial flavor complements and contrasts.",V.B.,70,California,maritana-2018-jenkins-ranch-pinot-noir-russian-river-valley,2020-07-01,0.1350,USA
Maritana 2018 Le Russe Pinot Noir (Russian River Valley),Maritana,2018,Pinot Noir,Red,Russian River Valley,Le Russe,92,"Donald Patz's blend of several sites and clones within the appellation, this hearty red is beautifully layered and complex. Wild strawberry, rhubarb, dried herb and black tea give it varietal distinction amidst an underlying tension of acidity. Thick tannin and oak weight contribute power.",V.B.,55,California,maritana-2018-le-russe-pinot-noir-russian-river-valley,2020-07-01,0.1450,USA
Maritana 2018 Moonshine Ranch Pinot Noir (Russian River Valley),Maritana,2018,Pinot Noir,Red,Russian River Valley,Moonshine Ranch,92,"This wine has a beautiful opening nose of rose petals and cardamom spice. The fresh, lean palate has balanced weight and elegance, showing flavors of raspberry, strawberry and pomegranate that are richly woven within a foundation of structure and grace.",V.B.,70,California,maritana-2018-moonshine-ranch-pinot-noir-russian-river-valley,2020-07-01,0.1350,USA
Margerum 2018 Uber Syrah (Santa Barbara County),Margerum,2018,Syrah,Red,Santa Barbara County,Uber,93,"Though this wine starts a little shy on the nose, it slowly reveals elegant blackberry and violet aromas with time. The palate takes those purple-fruit and flower flavors and amplifies the experience with espresso-bean touches.",M.K.,50,California,margerum-2018-uber-syrah-santa-barbara-county,2020-12-01,0.1460,USA
Margerum 2018 Black Oak Vineyard Syrah (Santa Barbara County),Margerum,2018,Syrah,Red,Santa Barbara County,Black Oak Vineyard,93,"Aromas of tar, charred blueberries, rose petals and black-raspberry sorbet make for a very fresh entry to the nose of this bottling. Fruity flavors of black currant and blueberry are fresh on the palate, followed by spicier hints of white pepper.",M.K.,50,California,margerum-2018-black-oak-vineyard-syrah-santa-barbara-county,2020-12-01,0.1460,USA
Margerum 2018 Syrah (Santa Barbara County),Margerum,2018,Syrah,Red,Santa Barbara County,,94,"This county-wide blend is made in a powerful style, offering rich aromas of black currant, blackberry, bacon and maple sugar. The palate is quite satisfying in that a lush way, showing blueberry and violet flavors in a strong yet accessible and balance manner.",M.K.,60,California,margerum-2018-syrah-santa-barbara-county,2020-12-01,0.1460,USA
Margerum 2018 Margerum Estate Vineyard Syrah (Los Olivos District),Margerum,2018,Syrah,Red,Los Olivos District,Margerum Estate Vineyard,95,"There's a spicy core of black pepper on the nose of this bottling along with taut fruit tones of wid cranberry and elderberry. The palate is loaded with acid and tightly woven in texture, delivering flavors of crumpled lavender, crisp black raspberry, Dr Pepper spice and an incredibly enlivening cracked pepper streak.",M.K.,35,California,margerum-2018-margerum-estate-vineyard-syrah-los-olivos-district,2020-12-01,0.1480,USA
Margerum 2018 Grenache (Santa Barbara County),Margerum,2018,Grenache,Red,Santa Barbara County,,93,"Pomegranate, hibiscus and rose-petal aromas combine to create a fresh, bright and expression nose on this bottling. Those bright red-fruit flavors make for a punch-like expression on the sip, where an edgy texture meets with white-pepper spice and rides a powerful acidity that lingers long into the finish.",M.K.,40,California,margerum-2018-grenache-santa-barbara-county,2020-09-01,0.1480,USA
Mansfield-Dunne 2018 Pinot Noir (Santa Lucia Highlands),Mansfield-Dunne,2018,Pinot Noir,Red,Santa Lucia Highlands,,93,"Rich aromas of black plum, blackberry, melted licorice and hearty oak spice show on the powerful nose of this appellation blend. The palate is packed with deliciously extracted fruit, offering deep, hearty and rugged flavors of boysenberry and garam masala spice.",M.K.,39,California,mansfield-dunne-2018-pinot-noir-santa-lucia-highlands,2020-12-31,0.1430,USA
Mansfield-Dunne 2018 Cortada Alta Vineyard Dijon Clones Pinot Noir (Santa Lucia Highlands),Mansfield-Dunne,2018,Pinot Noir,Red,Santa Lucia Highlands,Cortada Alta Vineyard Dijon Clones,95,"This is a robust and hearty style of Pinot Noir, built for the cellar. Aromas of blackberry, violet and charred meat lead into flavors of boysenberry, black plum, tarragon, rose petal and licorice on the palate. The mouthfeel is heavy, yet balanced by strong tannins. Drink through 2028.",M.K.,68,California,mansfield-dunne-2018-cortada-alta-vineyard-dijon-clones-pinot-noir-santa-lucia-highlands,2020-12-01,0.1450,USA
Mansfield-Dunne 2018 Cortada Alta Vineyard Syrah (Santa Lucia Highlands),Mansfield-Dunne,2018,Syrah,Red,Santa Lucia Highlands,Cortada Alta Vineyard,95,"The Santa Lucia Highlands is one of the best places to grow Syrah in California, despite being overshadowed by Pinot Noir. This bottling is thorough evidence, with suavely integrated aromas of black pepper, black currant, lavender and crushed black stones. Firm, sticky tannins frame the palate, where pepper, green olive and bay leaf flavors decorate the inky black-fruit core. Drink 2023–2043.",M.K.,49,California,mansfield-dunne-2018-cortada-alta-vineyard-syrah-santa-lucia-highlands,2020-12-01,0.1460,USA
Mansfield-Dunne 2018 Cortada Alta Vineyard Pinot Noir (Santa Lucia Highlands),Mansfield-Dunne,2018,Pinot Noir,Red,Santa Lucia Highlands,Cortada Alta Vineyard,93,"Enticing aromas of baked boysenberry pie meet with sarsaparilla and cola on the rich nose of this bottling. The palate leads with sharp spice tones of aniseed and mace, leading into the full flavors of black plum and loamy earth.",M.K.,58,California,mansfield-dunne-2018-cortada-alta-vineyard-pinot-noir-santa-lucia-highlands,2020-12-01,0.1450,USA
Mansfield-Dunne 2018 Peterson Vineyard Pinot Noir (Santa Lucia Highlands),Mansfield-Dunne,2018,Pinot Noir,Red,Santa Lucia Highlands,Peterson Vineyard,92,"Black raspberry and lavender aromas show prominently on the nose of this single-vineyard bottling. The floral tones hold firmly on the palate, where violet and lilac also arise, playing against a tightly wound flavor of açai and more purple fruits.",M.K.,51,California,mansfield-dunne-2018-peterson-vineyard-pinot-noir-santa-lucia-highlands,2020-12-01,0.1470,USA
Majuscule 2018 Cabernet Franc (Mount Veeder),Majuscule,2018,Cabernet Franc,Red,Mount Veeder,,86,"Reduced and somewhat muted in its youth, this wine has yet to unwind, showing a disjointed element of herbaceousness against a sweetness of vanilla and cola.",V.B.,80,California,majuscule-2018-cabernet-franc-mount-veeder,2020-08-01,0.1450,USA
Maison L'Envoyé 2018 Two Messengers Pinot Noir (Willamette Valley),Maison L'Envoyé,2018,Pinot Noir,Red,Willamette Valley,Two Messengers,91,"Part of a global portfolio focused on Pinot Noir, this pulls fruit from a number of top vineyards scattered throughout the Willamette Valley. It's a mix of red and black fruits, framed with citrusy acidity and light barrel toast from aging in one-quarter new French oak. It's well crafted, and finishes with a whiff of truffle.",P.G.,30,Oregon,maison-lenvoye-2018-two-messengers-pinot-noir-willamette-valley,2020-12-01,0.1410,USA
Maison L'Envoyé 2018 Straight Shooter Pinot Noir (Willamette Valley),Maison L'Envoyé,2018,Pinot Noir,Red,Willamette Valley,Straight Shooter,89,"This is the best vintage to date for this affordable Pinot Noir, packed with juicy blackberry and black cherry fruit. There are highlights of black olive and polished tannins, and a firm, balanced, medium-bodied finish.",P.G.,20,Oregon,maison-lenvoye-2018-straight-shooter-pinot-noir-willamette-valley,2020-04-01,0.1410,USA
Maggy Hawk 2018 Jory Hills Vineyard Pinot Noir (Dundee Hills),Maggy Hawk,2018,Pinot Noir,Red,Dundee Hills,Jory Hills Vineyard,92,"This Pinot-centric Jackson Family brand expands into Oregon with this smooth, dark and toasty wine. It's layered with whiffs of smoke, espresso and black licorice, matched with dark fruit flavors of black cherry and cassis. It's a big, balanced, sexy wine with polished tannins that leave a trail of tobacco highlights.",P.G.,65,Oregon,maggy-hawk-2018-jory-hills-vineyard-pinot-noir-dundee-hills,2020-12-01,0.1450,USA
Maggy Hawk 2018 Unforgettable Estate Pinot Noir (Anderson Valley),Maggy Hawk,2018,Pinot Noir,Red,Anderson Valley,Unforgettable Estate,94,"A dark heart of black fruit centers this complex and well-balanced wine. Enticing, spicy clove, cedar and earth aromas lead to a supersmooth but well-structured palate that reveals black-cherry, rhubarb and black-tea nuances. It's distinctive and should age well in the mid-term. Best from 2023.",J.G.,65,California,maggy-hawk-2018-unforgettable-estate-pinot-noir-anderson-valley,2020-12-31,0.1420,USA
Maggy Hawk 2018 Stormin' Estate Pinot Noir (Anderson Valley),Maggy Hawk,2018,Pinot Noir,Red,Anderson Valley,Stormin' Estate,93,"Silky and polished, this elegant wine offers restrained oak aromas and flavors like cinnamon and nutmeg backed by vibrant red- and black-cherry flavors. Great balance from light tannins and good acidity give it an appetizing mouthfeel and will help it age well. Best from 2023.",J.G.,65,California,maggy-hawk-2018-stormin-estate-pinot-noir-anderson-valley,2020-12-31,0.1420,USA
Maggy Hawk 2018 Jolie Estate Pinot Noir (Anderson Valley),Maggy Hawk,2018,Pinot Noir,Red,Anderson Valley,Jolie Estate,95,"A captivating blend of savory characteristics along with great balance and a good fruit foundation make this wine especially interesting. Elements of sage, tobacco and earth mingle with red and black cherries, and are backed by moderate tannins and good, nervy acidity.",J.G.,65,California,maggy-hawk-2018-jolie-estate-pinot-noir-anderson-valley,2020-12-31,0.1380,USA
Maggy Hawk 2018 Afleet Estate Pinot Noir (Anderson Valley),Maggy Hawk,2018,Pinot Noir,Red,Anderson Valley,Afleet Estate,93,"Light baking spices blend with red cherry and a touch of sour cherry in this medium-bodied, deftly balanced wine. An elegant texture and subtleties in flavor seem to improve it with each sip. Best from 2023.",J.G.,65,California,maggy-hawk-2018-afleet-estate-pinot-noir-anderson-valley,2020-12-31,0.1380,USA
Maggio 2018 Estate Grown Pinot Noir (Lodi),Maggio,2018,Pinot Noir,Red,Lodi,Estate Grown,89,"This is a gutsy but well-balanced wine, offering exuberant black-cherry and blackberry flavors, medium to full body and a snappy texture. It's very generous and has just a nip of tannin.",J.G.,14,California,maggio-2018-estate-grown-pinot-noir-lodi,2020-12-31,0.1400,USA
Maggio 2018 Merlot (Lodi),Maggio,2018,Merlot,Red,Lodi,,86,"This medium-bodied wine is centered on good black-fruit flavors and generously accented by notes of menthol, black pepper and olive.",J.G.,10,California,maggio-2018-merlot-lodi,2020-12-31,0.1350,USA
Maddalena 2018 Zinfandel (Paso Robles),Maddalena,2018,Zinfandel,Red,Paso Robles,,87,"Deep, dark and oaky aromas of black cherry, toast, vanilla and caramel are quite ripe and woody on the nose of this bottling. There is more lushness to the palate, where those same exact elements are all at play.",M.K.,25,California,maddalena-2018-zinfandel-paso-robles-zinfandel,2020-10-01,0.1490,USA
MacRostie 2018 Nunes Vineyard Pinot Noir (Russian River Valley),MacRostie,2018,Pinot Noir,Red,Russian River Valley,Nunes Vineyard,92,"Thick and savory forest and tea elements combine effortlessly with crunchy fruit flavors of cranberry and orange in this light-bodied, elegant vineyard-designate. The concentration gives way to a silky smoothness that rides along the lengthy finish.",V.B.,58,California,macrostie-2018-nunes-vineyard-pinot-noir-russian-river-valley,2020-12-31,0.1350,USA
MacRostie 2018 Pinot Noir (Sonoma Coast),MacRostie,2018,Pinot Noir,Red,Sonoma Coast,,91,"Hearty and full bodied in style, this wine is nonetheless high toned in edgy acidity and cool-climate vibes, giving a balanced perspective of brightness within its power. Rhubarb, raspberry and forest notes dominate along a silky smooth texture of layered tannin and oak.",V.B.,34,California,macrostie-2018-pinot-noir-sonoma-coast,2020-12-31,0.1450,USA
MacRostie 2018 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),MacRostie,2018,Pinot Noir,Red,Santa Maria Valley,Bien Nacido Vineyard,93,"Comforting aromas of black cherry and baking spices are warm and inviting on the nose of this bottling, which is quite light in the glass. The palate is fresh and fruity with cherry juice, vanilla and light nutmeg flavors, bringing plenty of spice to the nimble structure.",M.K.,58,California,macrostie-2018-bien-nacido-vineyard-pinot-noir-santa-maria-valley,2020-10-01,0.1420,USA
MacRostie 2018 Manzana Vineyard Pinot Noir (Green Valley),MacRostie,2018,Pinot Noir,Red,Green Valley,Manzana Vineyard,93,"Grippy, layered and textured, this impressive wine is elegantly lean and balanced, with contrasting notions of blood orange, cranberry and forest floor. It impresses in its enduring acidity and bold structure.",V.B.,58,California,macrostie-2018-manzana-vineyard-pinot-noir-green-valley,2020-12-31,0.1420,USA
MacRostie 2018 Pinot Noir (Russian River Valley),MacRostie,2018,Pinot Noir,Red,Russian River Valley,,92,"Rich in cola and vanilla flavors that accent the core of strawberry, rhubarb and orange peel, this wine is cohesive and integrated. Silky and creamy on the palate, it builds tannin weight over time, finishing in a balance of black tea.",V.B.,46,California,macrostie-2018-pinot-noir-russian-river-valley,2020-12-31,0.1420,USA
MacRostie 2018 Putnam Vineyard Pinot Noir (Sonoma Coast),MacRostie,2018,Pinot Noir,Red,Sonoma Coast,Putnam Vineyard,91,"Robust tannins wrap around a core of forest floor, black tea and savory, edgy intrigue in this coastal wine. High-toned acidity buzzes along a focused palate of wild strawberry, cranberry and rhubarb.",V.B.,58,California,macrostie-2018-putnam-vineyard-pinot-noir-sonoma-coast,2020-12-31,0.1440,USA
Lynmar Estate 2018 Lynn's Blend Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Lynn's Blend,94,"This is a full and fleshy red, with length and breadth, that is complex and layered in juicy black cherry, wild strawberry and a taste of licorice. The oak adds accents of caramel and vanilla that balance and complement effortlessly, adding to a lasting richness.",V.B.,85,California,lynmar-estate-2018-lynns-blend-pinot-noir-russian-river-valley,2020-11-01,0.1440,USA
Lynmar Estate 2018 Quail Hill Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Quail Hill,94,"With a floral, inviting nose of rose and cherry blossom, this beautiful wine is fleshy and broadly textured. With a touch of grip, it presents a balanced approach and integrated tannin and oak, with a tangy citrus and black-cherry flavor that delves into forest floor and cardamom.",V.B.,68,California,lynmar-estate-2018-quail-hill-pinot-noir-russian-river-valley,2020-11-01,0.1440,USA
Lynmar Estate 2018 Susanna's Vineyard Pinot Noir (Sonoma Coast),Lynmar Estate,2018,Pinot Noir,Red,Sonoma Coast,Susanna's Vineyard,95,"Earth, black tea and cardamom meet an elegantly rich concentration of strawberry and blueberry in this coastal-influenced wine, the tannins supple and supportive. Bright, lifted acidity keeps it fresh and crisp on the lengthy palate.",V.B.,68,California,lynmar-estate-2018-susannas-vineyard-pinot-noir-sonoma-coast,2020-11-01,0.1420,USA
Lynmar Estate 2018 Summit Block Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Summit Block,95,"From a block planted to the Calera clone, this is an outstanding wine, complex, robust and broadly textured. The fine structure supports a balanced weight of strawberry compote, vanilla bean and dried herb, with just a touch of black pepper and cinnamon.",V.B.,82,California,lynmar-estate-2018-summit-block-pinot-noir-russian-river-valley,2020-11-01,0.1440,USA
Lynmar Estate 2018 Pinot Noir (Sonoma Coast),Lynmar Estate,2018,Pinot Noir,Red,Sonoma Coast,,95,"A tremendously impressive expression of the appellation, this wine is broadly lush and velvety on the palate. Juicy black cherry, strawberry and earth highlight a supple tannic backbone that's dusted in black tea and herb.",V.B.,50,California,lynmar-estate-2018-pinot-noir-sonoma-coast,2020-09-01,0.1410,USA
Lynmar Estate 2018 Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,,94,"Juicy and brooding in spicy cinnamon, clove and depths of red cherry and raspberry, this is a well-made, well-rounded appellation wine that displays the diversity and complexity of the place. Expert winemaking turns it into a cohesive whole of richness and length.",V.B.,50,California,lynmar-estate-2018-pinot-noir-russian-river-valley,2020-09-01,0.1430,USA
Lynmar Estate 2018 Old Vines Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Old Vines,94,"From an aptly named section of the estate's Quail Hill Vineyard, this wine is intensely focused and textured, exuding brooding notes of plum, wild strawberry, black tea and clove. The oak and tannin are well behaved, accentuating a duality of dust and grip.",V.B.,82,California,lynmar-estate-2018-old-vines-pinot-noir-russian-river-valley,2020-10-01,0.1420,USA
Lynmar Estate 2018 Monastery Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Monastery,97,"Earth, flowers and a grip of black fruit pop along a textured, structured core in this remarkable, memorable wine. The oak and tannin integration is high-level, providing a sense of cohesion and elegance throughout.",V.B.,73,California,lynmar-estate-2018-monastery-pinot-noir-russian-river-valley,2020-11-01,0.1410,USA
Lynmar Estate 2018 Kanzler Vineyard Pinot Noir (Sonoma Coast),Lynmar Estate,2018,Pinot Noir,Red,Sonoma Coast,Kanzler Vineyard,96,"This vineyard-designate is salty and silky in tannin, with a refined elegance. Mineral-driven elements of crushed gravel balance out layers of rose, black tea, cardamom and black cherry, finding cohesion in well-integrated power and length.",V.B.,82,California,lynmar-estate-2018-kanzler-vineyard-pinot-noir-sonoma-coast,2020-11-01,0.1420,USA
Lynmar Estate 2018 Hawk Hill Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Hawk Hill,98,"From a site in cool-climate Freestone, this wine astounds in its firm grasp of crisp tangerine, strawberry and cherry. Elegant, rounded and lengthy, it offers everything one wants in the variety—a mix of cardamom, nutmeg and white pepper, with lasting notes of black tea and forest floor.",V.B.,82,California,lynmar-estate-2018-hawk-hill-pinot-noir-russian-river-valley,2020-11-01,0.1410,USA
Lynmar Estate 2018 Five Sisters Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Five Sisters,96,"Aged 15 months in new French oak, this wine is built to gracefully age. A powerful expression of the grape, it opens in a floral bouquet of rose, with a citrus-driven palate that progresses to intense red fruit. The texture is grippy yet laced in underlying acidity. Enjoy from 2028–2032.",V.B.,125,California,lynmar-estate-2018-five-sisters-pinot-noir-russian-river-valley,2020-11-01,0.1430,USA
Lynmar Estate 2018 Bliss Block Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Bliss Block,97,"From a two-acre parcel within the producer's estate Quail Hill Vineyard—its coolest point—this wine has a savory entry of black tea, dried herb and compost, an impressive earthiness that persists through a lengthy palate. Along the way, crisp red fruit and a welcome salinity complement each other effortlessly, finishing bright.",V.B.,82,California,lynmar-estate-2018-bliss-block-pinot-noir-russian-river-valley,2020-11-01,0.1410,USA
Lynmar Estate 2018 Block 10 Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Block 10,96,"From a specific block of the estate Quail Hill Vineyard, this wine is robust in oak and tannin, with subtle power and ripe black-cherry fruit. The texture becomes supple and round on the palate, with an enduring richness and salty, spicy character.",V.B.,82,California,lynmar-estate-2018-block-10-pinot-noir-russian-river-valley,2020-11-01,0.1440,USA
Lynmar Estate 2018 Anisya's Blend Pinot Noir (Sonoma Coast),Lynmar Estate,2018,Pinot Noir,Red,Sonoma Coast,Anisya's Blend,96,"From Susanna's Vineyard close to the coast, this is a perfumed, elegant and complex wine that's named after the proprietor. Flavors of strawberry-rhubarb compote, rose petal, black tea and forest floor contribute depth and intensity while buoyant acidity adds impressive length.",V.B.,85,California,lynmar-estate-2018-anisyas-blend-pinot-noir-sonoma-coast,2020-11-01,0.1440,USA
Lynmar Estate 2018 AMDG Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,AMDG,95,"Earthy cardamom, black tea and rose petal infuse the nose, with an expansive palate of lifted raspberry and pomegranate building the palate of this bold, beautifully layered wine. Powerfully built, it retains plenty of underlying acidity to find freshness and balance.",V.B.,73,California,lynmar-estate-2018-amdg-pinot-noir-russian-river-valley,2020-09-01,0.1420,USA
Lynmar Estate 2018 Adam's Vineyard Pinot Noir (Russian River Valley),Lynmar Estate,2018,Pinot Noir,Red,Russian River Valley,Adam's Vineyard,94,"Sizzling acidity gives this vineyard-designate energy and life—a fresh complement to its deeper, darker instincts. Generous tannin weight and structure and ample oak provide a dense backbone as a buildup of tangy, juicy black cherry, strawberry and pomegranate meet notes of forest floor and cardamom.",V.B.,68,California,lynmar-estate-2018-adams-vineyard-pinot-noir-russian-river-valley,2020-09-01,0.1430,USA
Lumen 2018 Portico Hills Vineyard Grenache (Santa Barbara County),Lumen,2018,Grenache,Red,Santa Barbara County,Portico Hills Vineyard,94,"This is a bright, fresh, playful and delicious spin on Grenache by pioneering female winemaker Lane Tanner from a vineyard next to the town of Los Alamos, where co-proprietor Will Henry runs Pico restaurant. Fruity aromas of strawberry, raspberry, ginger and snickerdoodle spice lead into a grippy palate of red plum, underripe strawberry and mint. Glou-glou style.",M.K.,48,California,lumen-2018-portico-hills-vineyard-grenache-santa-barbara-county,2020-03-01,0.1335,USA
Lumen 2018 Julia's Vineyard Pinot Noir (Santa Maria Valley),Lumen,2018,Pinot Noir,Red,Santa Maria Valley,Julia's Vineyard,93,"Aromas of dried hibiscus, raspberry, red plum skin and game pop on the nose of this bottling by Lane Tanner and Will Henry. There is a strong core of meat on the palate yet also touches of bright raspberry and cherry. It's a very interesting and complex sip.",M.K.,62,California,lumen-2018-julias-vineyard-pinot-noir-santa-maria-valley,2020-03-01,0.1390,USA
Lula 2018 Costa Vineyard Pinot Noir (Mendocino),Lula,2018,Pinot Noir,Red,Mendocino,Costa Vineyard,93,"Arresting aromas of red cherry and raspberry lead to vivid, tangy, mouth-watering red-fruit flavors in this well-balanced and vibrant wine. Its firm structure of fine-grained tannins and fruit acidity bode well for aging. Best from 2023.",J.G.,45,California,lula-2018-costa-vineyard-pinot-noir-mendocino,2020-11-01,0.1350,USA
Lula 2018 Peterson Vineyard Pinot Noir (Mendocino),Lula,2018,Pinot Noir,Red,Mendocino,Peterson Vineyard,94,"Delicious oak spices light up this full-bodied and dark-fruited wine while a good structure of fine tannins and elegant acidity balance it nicely. Cinnamon, clove and wood smoke put the finishing touches on black-cherry and black-tea flavors that have excellent depth.",J.G.,45,California,lula-2018-peterson-vineyard-pinot-noir-mendocino,2020-11-01,0.1400,USA
Lula 2018 Lula Vineyard Pinot Noir (Anderson Valley),Lula,2018,Pinot Noir,Red,Anderson Valley,Lula Vineyard,95,"Abundant, ripe and rich black-fruit flavors are well-matched by a firm appetizing structure of moderate tannins and lively acidity in this concentrated and complete wine. Black-cherry, blackberry and cinnamon notes build on the palate. Best from 2023.",J.G.,60,California,lula-2018-lula-vineyard-pinot-noir-anderson-valley,2020-11-01,0.1450,USA
Lula 2018 Founders Cuvée Pinot Noir (Mendocino),Lula,2018,Pinot Noir,Red,Mendocino,Founders Cuvée,93,"This is a plush, smooth, seductive wine underpinned by light tannins and tangy acidity. It offers deep, ripe plum and black cherry accented by black tea and a whiff of wood smoke.",J.G.,50,California,lula-2018-founders-cuvee-pinot-noir-mendocino,2020-11-01,0.1450,USA
Lula 2018 Rescue Block Pinot Noir (Anderson Valley),Lula,2018,Pinot Noir,Red,Anderson Valley,Rescue Block,95,"Gorgeous just-ripe fruit flavors, subtle baking spices and a firm layered texture make this wine a stunner. Made with 25% whole clusters, it offers good depth, great focus on red- and black-cherry flavors, a rich wrapping of fine-grained tannins and a lingering finish. Best from 2024.",J.G.,60,California,lula-2018-rescue-block-pinot-noir-anderson-valley,2020-11-01,0.1400,USA
Lula 2018 Pinot Noir (Anderson Valley),Lula,2018,Pinot Noir,Red,Anderson Valley,,93,"A savory, leafy expression lends extra interest and complexity to this well-balanced, trim but flavorful wine. A full body and light, integrated tannins support generous black-cherry and strawberry flavors.",J.G.,45,California,lula-2018-pinot-noir-anderson-valley,2020-11-01,0.1400,USA
Luke 2018 Reserve Syrah (Wahluke Slope),Luke,2018,Syrah,Red,Wahluke Slope,Reserve,94,"Blackberry and other dark-fruit aromas meld with notes of smoked meat, coffee and mineral. The palate packs a big wallop of rich, layered black-fruit flavors, with plenty of tannic structure to provide support. It's a power-packed, hedonistic delight.",S.S.,45,Washington,luke-2018-reserve-syrah-wahluke-slope,2020-12-31,0.1470,USA
Luke 2018 Reserve Cabernet Sauvignon (Wahluke Slope),Luke,2018,Cabernet Sauvignon,Red,Wahluke Slope,Reserve,93,"Highly regarded StoneTree Vineyard is the dominant fruit source for this wine. Coffee, dried herb and black-cherry aromas lead to a palate that brings a whole lot of seriousness to it. It's rich and dense, full of tannic heft. Give it time to stretch its legs—and drink it at a cool temperature—to see it at its best. Best after 2025.",S.S.,60,Washington,luke-2018-reserve-cabernet-sauvignon-wahluke-slope,2020-12-31,0.0000,USA
Luke 2018 Syrah (Wahluke Slope),Luke,2018,Syrah,Red,Wahluke Slope,,92,"Aromas of black raspberry, scorched earth and pomegranate lead to rich fruit flavors. It's a no holds barred, rich, intense Syrah. Decant if drinking in the near term.",S.S.,25,Washington,luke-2018-syrah-wahluke-slope,2020-12-31,0.1480,USA
Luke 2018 Cabernet Sauvignon (Wahluke Slope),Luke,2018,Cabernet Sauvignon,Red,Wahluke Slope,,92,"Aromas of fresh raspberry, bittersweet chocolate and dried herb pop on the nose. The palate is ripe, delicious, fruit filled and lip-smacking, displaying a lot of density, intensity and texture. Give this beauty a short decant if drinking in the near term.",S.S.,25,Washington,luke-2018-cabernet-sauvignon-wahluke-slope,2020-12-31,0.1440,USA
Luke 2018 Merlot (Wahluke Slope),Luke,2018,Merlot,Red,Wahluke Slope,,92,"The aromas pop, with notes of dark raspberry, chocolate and cherry, showing a bright sense of varietal purity. Ripe, full-bodied, layered fruit flavors follow, with the acidity bringing a lot of freshness and exquisite balance. It lingers on the finish. Delicious and fruit filled, with plenty of structure, it's hedonism at its best—a surefire crowd pleaser. Give a short decant if drinking in the near term.",S.S.,25,Washington,luke-2018-merlot-wahluke-slope,2020-12-31,0.1470,USA
Luke 2018 The Companion Red (Columbia Valley (WA)),Luke,2018,Red Blend,Red,Columbia Valley (WA),The Companion,92,"This is a blend of 60% Cabernet Sauvignon and equal parts Merlot and Syrah. Plum, raspberry, chocolate and cherry aromas lead to an explosion of blue- and red-fruit flavors on the palate. There is dazzling freshness, a spot-on sense of balance and plenty of acid and tannin structure.",S.S.,22,Washington,luke-2018-the-companion-red-columbia-valley-wa,2020-12-31,0.1420,USA
Lucky Rock Wine Co. 2018 Pinot Noir (Monterey-Sonoma-San Benito),Lucky Rock Wine Co.,2018,Pinot Noir,Red,Monterey-Sonoma-San Benito,,89,"Fresh and fruity but also showing a touch of woodsy, tea-like complexity, this medium-bodied wine is well balanced and complete. It offers plenty of cherry and plum aromas, ripe but nicely tangy cherry and raspberry flavors and light tannins for good grip on the palate.",J.G.,22,California,lucky-rock-wine-co-2018-pinot-noir-monterey-sonoma-san-benito,2020-04-01,0.1400,USA
